alloy,Fe,Ni,Co,Cr,V,Cu,VEC,AR1,AR2,PE,Density,TermalC,MP,FI,SI,TI,M,TEC,TC,MS,MagS
,0.4640,0.2860,0.1790,0.0710,0.0000,0.0000,8.5716,137.7508,124.5275,1.8647,8280.7556,87.5900,1511.5480,746.5824,1632.5495,3128.4534,1.4657,7.0100,417.4160,1.5542,0.0354
,0.4290,0.2860,0.2140,0.0710,0.0000,0.0000,8.6066,137.5774,124.5623,1.8664,8316.2337,88.2809,1532.0289,746.4826,1635.5697,3138.0753,1.4474,9.0000,460.7556,1.6094,0.0344
,0.3570,0.2860,0.2860,0.0710,0.0000,0.0000,8.6788,137.2187,124.6344,1.8701,8389.6362,89.7104,1574.4031,746.2762,1641.8184,3157.9826,1.4095,10.8300,550.4160,1.6611,0.0325
,0.6060,0.2860,0.0290,0.0790,0.0000,0.0000,8.4059,138.4875,124.3882,1.8577,8123.6751,84.7764,1433.1529,746.0643,1619.9390,3087.8003,1.5195,9.6700,224.8909,1.0158,0.0397
,0.6210,0.2860,0.0000,0.0930,0.0000,0.0000,8.3469,138.6298,124.3746,1.8570,8083.5246,84.4227,1431.3864,744.5042,1617.8483,3080.3068,1.4924,15.2100,161.3461,0.7725,0.0400
,0.5710,0.2860,0.0500,0.0930,0.0000,0.0000,8.3957,138.3870,124.4235,1.8594,8133.1627,85.3912,1460.1308,744.3576,1622.0795,3093.7831,1.4666,9.5300,210.4159,0.9998,0.0376
,0.5500,0.2860,0.0710,0.0930,0.0000,0.0000,8.4162,138.2846,124.4440,1.8605,8154.0891,85.7995,1472.2488,744.2958,1623.8633,3099.4645,1.4557,8.8600,232.3659,1.0815,0.0369
,0.5350,0.2860,0.0860,0.0930,0.0000,0.0000,8.4309,138.2114,124.4588,1.8612,8169.0650,86.0917,1480.9211,744.2516,1625.1398,3103.5303,1.4479,7.6400,248.4591,1.1349,0.0364
,0.5930,0.2860,0.0140,0.1070,0.0000,0.0000,8.3299,138.5634,124.4030,1.8584,8086.0527,84.9003,1454.2724,742.8229,1619.3918,3084.3904,1.4433,14.3000,139.3245,0.7385,0.0378
,0.5780,0.2860,0.0290,0.1070,0.0000,0.0000,8.3445,138.4907,124.4176,1.8591,8100.9141,85.1907,1462.8953,742.7777,1620.6596,3088.4279,1.4355,13.1200,153.5788,0.8071,0.0372
,0.5500,0.2860,0.0570,0.1070,0.0000,0.0000,8.3717,138.3546,124.4450,1.8605,8128.7184,85.7338,1479.0279,742.6932,1623.0316,3095.9815,1.4209,12.9400,181.2592,0.9237,0.0360
,0.5000,0.2860,0.1070,0.1070,0.0000,0.0000,8.4207,138.1106,124.4942,1.8630,8178.5742,86.7077,1507.9553,742.5415,1627.2849,3109.5260,1.3948,7.6200,233.6078,1.0965,0.0345
,0.4640,0.2860,0.1430,0.1070,0.0000,0.0000,8.4560,137.9341,124.5297,1.8648,8214.6344,87.4121,1528.8782,742.4318,1630.3612,3119.3226,1.3760,8.0900,273.0661,1.1932,0.0335
,0.4280,0.2860,0.1790,0.1070,0.0000,0.0000,8.4916,137.7569,124.5653,1.8666,8250.8327,88.1192,1549.8813,742.3217,1633.4493,3129.1567,1.3570,8.3100,313.4986,1.2676,0.0326
,0.3930,0.2860,0.2140,0.1070,0.0000,0.0000,8.5262,137.5840,124.6001,1.8683,8286.1587,88.8092,1570.3782,742.2143,1636.4630,3138.7538,1.3386,8.9700,353.3064,1.3191,0.0319
,0.3570,0.2860,0.2500,0.1070,0.0000,0.0000,8.5620,137.4054,124.6361,1.8701,8322.6319,89.5217,1591.5407,742.1033,1639.5746,3148.6626,1.3195,10.4400,394.3056,1.3515,0.0312
,0.5710,0.2860,0.0000,0.1430,0.0000,0.0000,8.2379,138.6349,124.4271,1.8595,8043.1996,85.1605,1484.2813,738.6658,1619.1376,3081.4506,1.3432,16.5700,36.7687,0.4218,0.0338
,0.5350,0.2860,0.0360,0.1430,0.0000,0.0000,8.2726,138.4609,124.4622,1.8613,8078.7033,85.8561,1504.9853,738.5497,1622.1729,3091.1125,1.3244,15.7500,68.3831,0.5840,0.0323
,0.5000,0.2860,0.0710,0.1430,0.0000,0.0000,8.3065,138.2910,124.4965,1.8630,8113.3500,86.5350,1525.1897,738.4364,1625.1349,3100.5411,1.3060,13.1900,101.0488,0.7186,0.0314
,0.4640,0.2860,0.1070,0.1430,0.0000,0.0000,8.3415,138.1157,124.5318,1.8648,8149.1204,87.2358,1546.0493,738.3194,1628.1930,3110.2756,1.2871,11.7800,136.2137,0.8338,0.0305
,0.4280,0.2860,0.1430,0.1430,0.0000,0.0000,8.3766,137.9396,124.5673,1.8666,8185.0273,87.9393,1566.9884,738.2019,1631.2628,3120.0472,1.2680,10.6600,172.5318,0.9260,0.0297
,0.3920,0.2860,0.1790,0.1430,0.0000,0.0000,8.4119,137.7629,124.6030,1.8684,8221.0713,88.6455,1588.0076,738.0840,1634.3443,3129.8562,1.2489,9.9600,209.5541,0.9959,0.0287
,0.3570,0.2860,0.2140,0.1430,0.0000,0.0000,8.4463,137.5905,124.6377,1.8702,8256.2464,89.3347,1608.5200,737.9690,1637.3515,3139.4287,1.2303,10.0800,245.7869,1.0432,0.0280
,0.3210,0.2860,0.2500,0.1430,0.0000,0.0000,8.4819,137.4125,124.6737,1.8720,8292.5634,90.0462,1629.6983,737.8502,1640.4563,3149.3119,1.2111,9.6300,282.8414,1.0716,0.0273
Fe-Co-Ni-V,0.6180,0.0910,0.2910,0.0000,0.0000,0.0000,8.4579,138.1520,124.3696,1.8511,8253.9204,86.5972,1394.4248,759.6506,1603.7898,3073.3740,1.9363,10.5300,425.5710,1.9752,0.0649
,0.5270,0.0910,0.3820,0.0000,0.0000,0.0000,8.5486,137.7010,124.4598,1.8557,8346.4668,88.3973,1447.3536,759.4538,1611.5388,3098.2396,1.8907,10.5700,592.6488,2.2197,0.0593
,0.4730,0.0910,0.4360,0.0000,0.0000,0.0000,8.6028,137.4313,124.5137,1.8584,8401.8134,89.4738,1479.0073,759.3362,1616.1730,3113.1103,1.8634,11.0500,693.7108,2.2914,0.0560
,0.4000,0.0910,0.5090,0.0000,0.0000,0.0000,8.6765,137.0642,124.5872,1.8620,8477.1477,90.9391,1522.0922,759.1760,1622.4808,3133.3513,1.8263,11.0600,829.0857,2.3106,0.0514
,0.3630,0.0910,0.5460,0.0000,0.0000,0.0000,8.7141,136.8770,124.6246,1.8639,8515.5584,91.6862,1544.0600,759.0943,1625.6969,3143.6716,1.8074,10.9200,895.9437,2.2894,0.0493
,0.3270,0.0910,0.5820,0.0000,0.0000,0.0000,8.7509,136.6941,124.6612,1.8658,8553.0791,92.4160,1565.5187,759.0146,1628.8385,3153.7528,1.7889,9.9100,959.1425,2.2510,0.0471
,0.2730,0.0910,0.6360,0.0000,0.0000,0.0000,8.8063,136.4185,124.7163,1.8685,8609.6360,93.5160,1597.8645,758.8943,1633.5741,3168.9486,1.7611,11.7800,1049.3232,2.1635,0.0151
,0.2270,0.0910,0.6820,0.0000,0.0000,0.0000,8.8537,136.1825,124.7635,1.8709,8658.0771,94.4582,1625.5688,758.7913,1637.6301,3181.9639,1.7372,12.5500,1120.5313,2.0644,0.0139
,0.3550,0.0910,0.5270,0.0000,0.0270,0.0000,8.6015,136.8288,124.8477,1.8568,8440.3546,89.7684,1562.3836,755.7431,1619.2760,3133.9388,1.7505,13.1600,794.5330,2.1546,0.0472
,0.5460,0.0910,0.3180,0.0000,0.0450,0.0000,8.3321,137.7765,124.7959,1.8423,8190.9889,84.6246,1459.3378,754.0080,1598.3163,3073.6956,1.8127,10.9400,418.4861,1.8554,0.0522
,0.5000,0.0910,0.3640,0.0000,0.0450,0.0000,8.3773,137.5488,124.8423,1.8446,8237.3644,85.5248,1486.1087,753.8952,1602.1989,3086.1982,1.7895,10.8700,491.9496,1.9648,0.0502
,0.4550,0.0910,0.4090,0.0000,0.0450,0.0000,8.4218,137.3250,124.8879,1.8468,8282.9528,86.4097,1512.4252,753.7843,1606.0155,3098.4886,1.7667,13.6000,564.3398,2.0344,0.0485
,0.4090,0.0910,0.4550,0.0000,0.0450,0.0000,8.4675,137.0951,124.9348,1.8491,8329.7819,87.3187,1539.4580,753.6704,1609.9361,3111.1136,1.7432,14.0000,637.8887,2.0699,0.0472
,0.3640,0.0910,0.5000,0.0000,0.0450,0.0000,8.5124,136.8691,124.9808,1.8513,8375.8174,88.2123,1566.0326,753.5584,1613.7902,3123.5245,1.7202,12.1900,708.4134,2.0725,0.0458
,0.3460,0.0910,0.5180,0.0000,0.0450,0.0000,8.5305,136.7784,124.9993,1.8522,8394.2941,88.5709,1576.6985,753.5135,1615.3370,3128.5057,1.7109,11.9200,736.0046,2.0652,0.0452
,0.3180,0.0910,0.5460,0.0000,0.0450,0.0000,8.5586,136.6370,125.0281,1.8536,8423.1069,89.1302,1593.3311,753.4434,1617.7492,3136.2736,1.6965,11.4900,778.0044,2.0451,0.0443
,0.2730,0.0910,0.5910,0.0000,0.0450,0.0000,8.6040,136.4087,125.0746,1.8559,8469.5960,90.0326,1620.1675,753.3304,1621.6413,3148.8068,1.6732,14.0700,842.5923,1.9918,0.0428
,0.4820,0.0910,0.3630,0.0000,0.0640,0.0000,8.3121,137.4524,125.0093,1.8403,8198.2918,84.4500,1506.1959,751.5491,1598.8415,3082.9459,1.7438,14.2800,461.9641,1.8762,0.0466
,0.4540,0.0910,0.3910,0.0000,0.0640,0.0000,8.3396,137.3134,125.0378,1.8416,8226.5194,84.9975,1522.5544,751.4768,1601.2045,3090.5668,1.7295,13.9700,503.9854,1.9219,0.0456
,0.4360,0.0910,0.4090,0.0000,0.0640,0.0000,8.3573,137.2238,125.0562,1.8425,8244.7103,85.3503,1533.0964,751.4302,1602.7274,3095.4780,1.7204,10.4800,530.9526,1.9441,0.0451
,0.4090,0.0910,0.4360,0.0000,0.0640,0.0000,8.3839,137.0891,125.0839,1.8438,8272.0624,85.8807,1548.9476,751.3601,1605.0172,3102.8625,1.7066,4.2300,571.1815,1.9673,0.0444
,0.3910,0.0910,0.4540,0.0000,0.0640,0.0000,8.4018,136.9991,125.1024,1.8447,8290.3411,86.2352,1559.5405,751.3133,1606.5474,3107.7975,1.6974,7.3800,597.7632,1.9762,0.0439
,0.3630,0.0910,0.4820,0.0000,0.0640,0.0000,8.4295,136.8587,125.1312,1.8461,8318.8448,86.7880,1576.0590,751.2403,1608.9336,3115.4929,1.6830,7.4800,638.5671,1.9803,0.0432
,0.3450,0.0910,0.5000,0.0000,0.0640,0.0000,8.4474,136.7682,125.1498,1.8470,8337.2139,87.1443,1586.7043,751.1933,1610.4714,3120.4522,1.6737,10.9300,664.3518,1.9768,0.0428
,0.3180,0.0910,0.5270,0.0000,0.0640,0.0000,8.4743,136.6322,125.1777,1.8483,8364.8342,87.6799,1602.7109,751.1225,1612.7836,3127.9092,1.6598,10.8500,702.2110,1.9631,0.0423
,0.4540,0.0910,0.3820,0.0000,0.0730,0.0000,8.3003,137.3102,125.1081,1.8392,8199.4219,84.3221,1527.0556,750.3895,1598.8952,3086.7011,1.7122,13.8800,476.0490,1.8681,0.0443
,0.4270,0.0910,0.4090,0.0000,0.0730,0.0000,8.3268,137.1760,125.1357,1.8405,8226.6451,84.8498,1542.8612,750.3181,1601.1741,3094.0558,1.6985,4.3800,515.1157,1.9025,0.0436
,0.4090,0.0910,0.4270,0.0000,0.0730,0.0000,8.3445,137.0862,125.1542,1.8414,8244.8376,85.2025,1553.4236,750.2704,1602.6971,3098.9708,1.6893,7.5900,541.0143,1.9187,0.0431
,0.3820,0.0910,0.4540,0.0000,0.0730,0.0000,8.3712,136.9513,125.1820,1.8427,8272.1920,85.7328,1569.3054,750.1987,1604.9870,3106.3610,1.6754,8.5900,579.4898,1.9332,0.0425
,0.3630,0.0910,0.4730,0.0000,0.0730,0.0000,8.3900,136.8562,125.2017,1.8436,8291.4889,86.1069,1580.5090,750.1481,1606.6024,3111.5743,1.6657,8.5500,606.1981,1.9367,0.0420
,0.3360,0.0910,0.5000,0.0000,0.0730,0.0000,8.4167,136.7206,125.2296,1.8450,8318.9785,86.6398,1596.4692,750.0760,1608.9036,3119.0010,1.6518,10.8000,643.4668,1.9326,0.0415
,0.2910,0.0910,0.5450,0.0000,0.0730,0.0000,8.4615,136.4938,125.2764,1.8472,8364.9718,87.5314,1623.1726,749.9554,1612.7539,3131.4267,1.6285,12.6100,703.2522,1.9036,0.0406
,0.4180,0.0910,0.4090,0.0000,0.0820,0.0000,8.2964,137.1282,125.2151,1.8385,8208.6119,84.3502,1552.6087,749.2081,1599.6236,3092.6362,1.6766,7.7200,499.2653,1.8616,0.0422
,0.3910,0.0910,0.4360,0.0000,0.0820,0.0000,8.3229,136.9936,125.2430,1.8398,8235.8636,84.8783,1568.4600,749.1349,1601.9049,3100.0036,1.6628,6.8900,536.5999,1.8830,0.0414
,0.3720,0.0910,0.4550,0.0000,0.0820,0.0000,8.3416,136.8987,125.2626,1.8407,8255.0879,85.2508,1579.6420,749.0833,1603.5142,3105.2008,1.6530,7.4800,562.5640,1.8912,0.0411
,0.3540,0.0910,0.4730,0.0000,0.0820,0.0000,8.3594,136.8085,125.2812,1.8416,8273.3365,85.6045,1590.2566,749.0343,1605.0418,3110.1342,1.6438,8.5000,586.8508,1.8939,0.0407
,0.3360,0.0910,0.4910,0.0000,0.0820,0.0000,8.3772,136.7182,125.2999,1.8425,8291.6202,85.9588,1600.8916,748.9853,1606.5723,3115.0772,1.6345,9.8800,610.7709,1.8919,0.0403
,0.3180,0.0910,0.5090,0.0000,0.0820,0.0000,8.3950,136.6278,125.3186,1.8434,8309.9393,86.3138,1611.5471,748.9361,1608.1058,3120.0297,1.6252,10.9800,634.2605,1.8854,0.0400
,0.5000,0.0910,0.3180,0.0000,0.0910,0.0000,8.1774,137.5312,125.2008,1.8321,8099.5046,82.0868,1509.2486,748.3500,1590.4495,3066.5722,1.7012,19.7900,360.8988,1.6612,0.0431
,0.4550,0.0910,0.3630,0.0000,0.0910,0.0000,8.2211,137.3089,125.2469,1.8342,8144.4467,82.9573,1535.4379,748.2267,1594.2115,3078.7303,1.6783,19.2700,421.5159,1.7587,0.0418
,0.4090,0.0910,0.4090,0.0000,0.0910,0.0000,8.2660,137.0806,125.2943,1.8365,8190.6104,83.8515,1562.3390,748.0999,1598.0758,3091.2190,1.6548,14.3000,483.4017,1.8214,0.0408
,0.3820,0.0910,0.4360,0.0000,0.0910,0.0000,8.2925,136.9460,125.3223,1.8378,8217.8121,84.3784,1578.1903,748.0253,1600.3528,3098.5779,1.6410,7.8100,519.2911,1.8420,0.0401
,0.3630,0.0910,0.4550,0.0000,0.0910,0.0000,8.3111,136.8511,125.3420,1.8387,8237.0011,84.7501,1589.3724,747.9726,1601.9591,3103.7690,1.6312,10.2700,544.2132,1.8496,0.0397
,0.3180,0.0910,0.5000,0.0000,0.0910,0.0000,8.3555,136.6255,125.3888,1.8409,8282.6045,85.6335,1615.9470,747.8474,1605.7765,3116.1061,1.6080,10.5700,601.6723,1.8465,0.0388
,0.2730,0.0910,0.5450,0.0000,0.0910,0.0000,8.4000,136.3989,125.4359,1.8431,8328.4283,86.5211,1642.6501,747.7216,1609.6124,3128.5028,1.5847,13.4500,656.1221,1.8158,0.0381
,0.3450,0.0910,0.4550,0.0000,0.1090,0.0000,8.2503,136.7562,125.5003,1.8347,8200.9232,83.7513,1608.7817,745.7570,1598.8573,3100.9131,1.5876,17.3300,507.4804,1.7685,0.0369
,0.4640,0.0910,0.3180,0.0000,0.1270,0.0000,8.0573,137.3407,125.5151,1.8241,8028.4782,80.1165,1547.9982,743.9574,1584.3418,3061.0417,1.6146,20.4300,315.5354,1.5222,0.0368
,0.4180,0.0910,0.3640,0.0000,0.1270,0.0000,8.1016,137.1138,125.5629,1.8263,8074.0874,80.9985,1574.7715,743.8210,1588.1593,3073.4137,1.5911,19.0500,368.5289,1.6133,0.0354
,0.3730,0.0910,0.4090,0.0000,0.1270,0.0000,8.1450,136.8908,125.6099,1.8284,8118.9207,81.8655,1601.0894,743.6869,1591.9118,3085.5752,1.5680,20.2500,419.8212,1.6676,0.0347
,0.3180,0.0910,0.4550,0.0000,0.1360,0.0000,8.1595,136.6145,125.7368,1.8286,8147.0444,82.2598,1637.7675,742.4482,1594.2250,3096.6481,1.5226,19.7800,452.3086,1.6518,0.0326
,0.2730,0.0910,0.5000,0.0000,0.1360,0.0000,8.2033,136.3893,125.7844,1.8308,8192.2309,83.1332,1664.3411,742.3103,1598.0070,3108.9137,1.4992,11.6000,497.0599,1.6432,0.0322
,0.4800,0.2000,0.3000,0.0000,0.0200,0.0000,8.6135,137.4578,124.6656,1.8557,8334.5849,86.8591,1480.9823,754.4264,1621.4907,3119.8032,1.7089,13.6900,626.9250,2.2027,0.0418
,0.4550,0.2000,0.3250,0.0000,0.0200,0.0000,8.6386,137.3329,124.6908,1.8569,8360.1279,87.3542,1495.6451,754.3653,1623.6442,3126.6994,1.6961,13.0900,665.3413,2.2262,0.0407
,0.4300,0.2000,0.3500,0.0000,0.0200,0.0000,8.6638,137.2077,124.7161,1.8582,8385.7397,87.8506,1510.3473,754.3040,1625.8034,3133.6142,1.6832,12.1100,703.7778,2.2397,0.0396
,0.5600,0.2000,0.2000,0.0000,0.0400,0.0000,8.4458,137.8465,124.7427,1.8462,8193.0739,83.7837,1444.5830,752.1978,1609.4715,3089.2559,1.7113,13.8100,458.1945,1.8972,0.0427
,0.5100,0.2000,0.2500,0.0000,0.0400,0.0000,8.4953,137.5993,124.7930,1.8487,8243.4772,84.7597,1473.6364,752.0704,1613.7206,3102.8845,1.6858,13.5800,527.2482,2.0157,0.0408
,0.4850,0.2000,0.2750,0.0000,0.0400,0.0000,8.5202,137.4752,124.8183,1.8499,8268.7799,85.2496,1488.2213,752.0065,1615.8536,3109.7261,1.6730,6.9900,562.4758,2.0588,0.0399
,0.4600,0.2000,0.3000,0.0000,0.0400,0.0000,8.5451,137.3507,124.8436,1.8511,8294.1504,85.7409,1502.8453,751.9423,1617.9924,3116.5860,1.6602,8.2800,597.9626,2.0913,0.0390
,0.4100,0.2000,0.3500,0.0000,0.0400,0.0000,8.5951,137.1008,124.8944,1.8536,8345.0957,86.7274,1532.2111,751.8136,1622.2872,3130.3611,1.6344,11.5600,669.0744,2.1264,0.0373
,0.3600,0.2000,0.4000,0.0000,0.0400,0.0000,8.6454,136.8496,124.9455,1.8561,8396.3153,87.7192,1561.7350,751.6841,1626.6051,3144.2104,1.6085,13.0800,739.2789,2.1235,0.0356
,0.3100,0.2000,0.4500,0.0000,0.0400,0.0000,8.6959,136.5970,124.9969,1.8586,8447.8114,88.7164,1591.4183,751.5539,1630.9463,3158.1345,1.5824,13.6400,807.2291,2.0858,0.0337
,0.2500,0.2000,0.5100,0.0000,0.0400,0.0000,8.7570,136.2921,125.0589,1.8616,8509.9750,89.9202,1627.2505,751.3968,1636.1868,3174.9429,1.5509,13.5700,883.8322,1.9989,0.0315
,0.6000,0.2000,0.1500,0.0000,0.0500,0.0000,8.3629,138.0388,124.7809,1.8415,8123.0886,82.2627,1426.5815,751.0957,1603.5273,3074.1486,1.7125,13.6100,385.1255,1.6837,0.0433
,0.5250,0.2000,0.2250,0.0000,0.0500,0.0000,8.4366,137.6695,124.8563,1.8452,8198.2391,83.7172,1469.9889,750.9006,1609.8624,3094.4838,1.6743,12.0400,481.9099,1.9100,0.0401
,0.4650,0.2000,0.2750,0.0000,0.0600,0.0000,8.4521,137.3684,124.9953,1.8454,8228.6077,84.1383,1509.9981,749.5353,1612.3779,3106.5393,1.6245,5.4400,536.1514,1.9535,0.0370
,0.4150,0.2000,0.3250,0.0000,0.0600,0.0000,8.5018,137.1194,125.0464,1.8478,8279.2092,85.1172,1539.2860,749.4006,1616.6435,3120.2420,1.5987,9.7000,601.6559,2.0061,0.0356
,0.3650,0.2000,0.3750,0.0000,0.0600,0.0000,8.5516,136.8691,125.0977,1.8503,8330.0824,86.1014,1568.7311,749.2650,1620.9319,3134.0183,1.5728,11.6000,666.5856,2.0200,0.0343
,0.3150,0.2000,0.4250,0.0000,0.0600,0.0000,8.6018,136.6174,125.1493,1.8528,8381.2292,87.0909,1598.3346,749.1288,1625.2434,3147.8687,1.5467,13.9000,729.6153,1.9978,0.0330
,0.2650,0.2000,0.4750,0.0000,0.0600,0.0000,8.6522,136.3643,125.2012,1.8553,8432.6521,88.0858,1628.0979,748.9918,1629.5782,3161.7938,1.5205,14.6300,789.3772,1.9429,0.0315
,0.5800,0.2000,0.1500,0.0000,0.0700,0.0000,8.2957,137.9317,124.9567,1.8371,8083.5050,81.1655,1448.3128,748.6451,1600.1019,3071.0552,1.6643,20.1300,371.2425,1.5882,0.0404
,0.5300,0.2000,0.2000,0.0000,0.0700,0.0000,8.3445,137.6861,125.0073,1.8395,8133.3359,82.1291,1477.2139,748.5090,1604.3024,3084.5594,1.6388,7.1700,430.2804,1.7473,0.0379
,0.5050,0.2000,0.2250,0.0000,0.0700,0.0000,8.3690,137.5628,125.0326,1.8407,8158.3508,82.6129,1491.7221,748.4406,1606.4110,3091.3384,1.6260,5.0200,460.7734,1.8099,0.0370
,0.4800,0.2000,0.2500,0.0000,0.0700,0.0000,8.3936,137.4392,125.0581,1.8419,8183.4322,83.0979,1506.2689,748.3721,1608.5253,3098.1354,1.6132,6.2400,491.7144,1.8616,0.0362
,0.4300,0.2000,0.3000,0.0000,0.0700,0.0000,8.4429,137.1909,125.1092,1.8444,8233.7960,84.0718,1535.4790,748.2345,1612.7707,3111.7840,1.5874,7.5200,554.3217,1.9333,0.0349
,0.4050,0.2000,0.3250,0.0000,0.0700,0.0000,8.4677,137.0663,125.1349,1.8456,8259.0789,84.5607,1550.1427,748.1655,1614.9019,3118.6356,1.5745,9.1500,585.6724,1.9541,0.0343
,0.3800,0.2000,0.3500,0.0000,0.0700,0.0000,8.4925,136.9414,125.1606,1.8468,8284.4295,85.0509,1564.8456,748.0962,1617.0388,3125.5056,1.5615,10.7300,616.8396,1.9651,0.0337
,0.3550,0.2000,0.3750,0.0000,0.0700,0.0000,8.5174,136.8161,125.1864,1.8481,8309.8480,85.5425,1579.5879,748.0268,1619.1814,3132.3940,1.5485,11.0500,647.6592,1.9669,0.0331
,0.3300,0.2000,0.4000,0.0000,0.0700,0.0000,8.5424,136.6904,125.2122,1.8493,8335.3347,86.0353,1594.3697,747.9572,1621.3298,3139.3009,1.5355,11.7800,677.9641,1.9597,0.0326
,0.2800,0.2000,0.4500,0.0000,0.0700,0.0000,8.5925,136.4382,125.2642,1.8518,8386.5140,87.0250,1624.0528,747.8173,1625.6439,3153.1704,1.5093,13.1100,736.3494,1.9201,0.0314
,0.2500,0.2000,0.4800,0.0000,0.0700,0.0000,8.6227,136.2862,125.2955,1.8533,8417.3540,87.6214,1641.9395,747.7331,1628.2436,3161.5280,1.4935,14.1400,769.4895,1.8813,0.0306
,0.4450,0.2000,0.2750,0.0000,0.0800,0.0000,8.3844,137.2621,125.1717,1.8409,8188.5926,83.0312,1531.6896,747.0739,1608.9158,3103.3650,1.5762,6.7400,509.7215,1.8529,0.0342
,0.3950,0.2000,0.3250,0.0000,0.0800,0.0000,8.4337,137.0133,125.2231,1.8433,8238.9881,84.0053,1560.9780,746.9328,1613.1637,3117.0324,1.5503,8.6400,569.6649,1.9031,0.0330
,0.3700,0.2000,0.3500,0.0000,0.0800,0.0000,8.4585,136.8884,125.2490,1.8446,8264.2869,84.4943,1575.6810,746.8620,1615.2962,3123.8935,1.5373,10.0100,599.3822,1.9136,0.0325
,0.3450,0.2000,0.3750,0.0000,0.0800,0.0000,8.4833,136.7632,125.2748,1.8458,8289.6534,84.9846,1590.4233,746.7909,1617.4344,3130.7729,1.5243,11.0700,628.7116,1.9149,0.0320
,0.2950,0.2000,0.4250,0.0000,0.0800,0.0000,8.5332,136.5117,125.3268,1.8483,8340.5908,85.9692,1620.0266,746.6483,1621.7280,3144.5873,1.4981,12.4100,685.5372,1.8911,0.0310
,0.4850,0.2000,0.2250,0.0000,0.0900,0.0000,8.3017,137.4565,125.2083,1.8362,8118.6180,81.5128,1513.3706,745.9902,1602.9731,3088.2052,1.5778,6.7600,439.5284,1.7146,0.0344
,0.4100,0.2000,0.3000,0.0000,0.0900,0.0000,8.3752,137.0849,125.2854,1.8399,8193.7567,82.9645,1557.1284,745.7748,1609.3065,3108.5983,1.5391,8.3300,525.1020,1.8337,0.0324
,0.3600,0.2000,0.3500,0.0000,0.0900,0.0000,8.4245,136.8356,125.3372,1.8423,8244.1838,83.9388,1586.4951,745.6301,1613.5570,3122.2845,1.5132,10.1800,581.9027,1.8632,0.0312
,0.3100,0.2000,0.4000,0.0000,0.0900,0.0000,8.4741,136.5849,125.3892,1.8448,8294.8810,84.9182,1616.0191,745.4847,1617.8303,3136.0440,1.4870,11.7900,636.9901,1.8558,0.0304
,0.2600,0.2000,0.4500,0.0000,0.0900,0.0000,8.5239,136.3328,125.4415,1.8472,8345.8506,85.9030,1645.7018,745.3386,1622.1265,3149.8774,1.4608,13.5500,689.0190,1.8149,0.0296
,0.5500,0.2000,0.1500,0.0000,0.1000,0.0000,8.1954,137.7720,125.2191,1.8304,8024.4175,79.5278,1480.7517,744.9871,1594.9888,3066.4377,1.5923,20.3700,350.2131,1.4546,0.0352
,0.5000,0.2000,0.2000,0.0000,0.1000,0.0000,8.2438,137.5267,125.2702,1.8328,8073.9466,80.4843,1509.6544,744.8416,1599.1635,3079.8902,1.5667,14.3200,402.1193,1.6085,0.0336
,0.4500,0.2000,0.2500,0.0000,0.1000,0.0000,8.2925,137.2801,125.3216,1.8352,8123.7386,81.4458,1538.7105,744.6954,1603.3603,3093.4142,1.5410,15.7600,455.9411,1.7180,0.0323
,0.3750,0.2000,0.3250,0.0000,0.1000,0.0000,8.3659,136.9076,125.3992,1.8388,8198.9244,82.8977,1582.5851,744.4747,1609.6976,3113.8353,1.5021,10.8500,537.5803,1.8044,0.0307
,0.3250,0.2000,0.3750,0.0000,0.1000,0.0000,8.4153,136.6577,125.4513,1.8413,8249.3832,83.8722,1612.0302,744.3266,1613.9506,3127.5403,1.4760,11.3400,590.7555,1.8140,0.0297
,0.2750,0.2000,0.4250,0.0000,0.1000,0.0000,8.4648,136.4064,125.5036,1.8437,8300.1124,84.8518,1641.6332,744.1776,1618.2264,3141.3188,1.4498,12.9400,641.3917,1.7886,0.0289
,0.2500,0.2000,0.4500,0.0000,0.1000,0.0000,8.4897,136.2803,125.5299,1.8450,8325.5791,85.3436,1656.4943,744.1028,1620.3730,3148.2357,1.4366,13.2000,665.3324,1.7637,0.0286
,0.4050,0.2000,0.2750,0.0000,0.1200,0.0000,8.2497,137.0508,125.5224,1.8320,8109.0307,80.8301,1574.8190,742.1798,1602.0320,3097.0535,1.4801,14.4100,456.5600,1.6652,0.0290
,0.3800,0.2000,0.3000,0.0000,0.1200,0.0000,8.2740,136.9267,125.5485,1.8332,8133.9908,81.3117,1589.4439,742.1031,1604.1357,3103.8431,1.4671,10.0900,481.0933,1.6924,0.0288
,0.3300,0.2000,0.3500,0.0000,0.1200,0.0000,8.3229,136.6777,125.6008,1.8356,8184.1107,82.2786,1618.8105,741.9491,1608.3599,3117.4764,1.4410,11.9700,529.3368,1.7180,0.0280
,0.4700,0.2000,0.2000,0.0000,0.1300,0.0000,8.1437,137.3682,125.5317,1.8262,8014.9029,78.8490,1541.9060,741.1956,1594.0545,3075.2483,1.4950,19.6100,373.7224,1.4800,0.0292
,0.4200,0.2000,0.2500,0.0000,0.1300,0.0000,8.1919,137.1218,125.5836,1.8286,8064.3934,79.8034,1570.9627,741.0402,1598.2256,3088.7205,1.4692,19.7500,419.9402,1.5844,0.0283
